work_id,title,publish_year
10502324185771672828,The Hidden Staircase,1953
7015185960194798602,Secondhand Spirits,1959
16019410847058002609,All the Devils Are Here,1974
14300838407846215929,The Door Into Summer,2022
3013643753844511887,Jane Austen at Home,1970
17345556101337841508,The Homecoming of Samuel Lake,2014
14225597619646194747,A Swiftly Tilting Planet,1968
7513417177998067192,Running Lean: Iterate from Plan A to a Plan That Works,1973
18329732593016022921,M.C. Escher: The Graphic Work,2003
2784707702724627303,Unnatural Exposure,1963
2427371956811469794,His & Hers,1987
713759999187809460,The Spy and the Traitor: The Greatest Espionage Story of the Cold War,1993
2053807507726931946,Betsy-Tacy,1995
14421339620163001675,Wicked,2000
6326139417107231459,We Are All Welcome Here,1970
259790318014998992,The Shell Collector,1968
6657806423747286853,I Am Hutterite: The Fascinating True Story of a Young Woman's Journey to Reclaim Her Heritage,1965
12764185482994604766,My Dark Vanessa,2023
16717051288040718767,The Penultimate Peril,1983
14564527185314076844,The Naturals,1985
18131108527111771489,Jasper Jones,1991
17806014853411386129,In Pursuit of the Proper Sinner,1999
18246364761703467053,On Beauty,1989
7082150707899745018,ROCKLEDGE: INTRODUCING CADE CHASE,2025
10709255621953789605,It Happened One Autumn,1993
3064471313995030153,Empty Mansions: The Mysterious Life of Huguette Clark and the Spending of a Great American Fortune,1967
5760517769378828791,Gild,1953
6160742602701931346,Star of the Sea,2016
5292636511644651726,Did You Ever Have a Family,1958
6653051767310030018,Death in the Clouds,2014
11301802046037519744,Leave the World Behind,2023
8759256005860606590,Caramelo,1961
15994380027988205715,The Hand That First Held Mine,1956
4947836362771587153,The Breakdown,1970
4548013324630090262,The Hollow,2010
789791141446104801,Pretty Girls,1963
1921910307343875644,The War of the Worlds,1951
15833663743280722159,Whispers of the Dead,1958
4377361955532590806,The Scapegoat,2001
18270010847999844254,Oedipus at Colonus,2021
16686029018874711823,Stalking Jack the Ripper,1990
8235757980096629985,The Vicious Vet,2023
16545225439048543219,The Leftovers,1991
2013776845478595059,At Home in Mitford,2006
10484337461290646084,"Redefining Realness: My Path to Womanhood, Identity, Love & So Much More",1974
7240011403794629350,The Salt Road,1970
7509407076032798510,Cerulean Sins,1983
4382827160419569056,Bonfire,1964
3179798928247696506,"The Sandman, Vol. 6: Fables & Reflections",1965
1841732558663509966,The Crown Tower,1964
6620207466995501499,The Source,2004
17674621012183291814,Lord Peter Views the Body,1955
8628508574353182946,Little Leaders: Bold Women in Black History,1992
1950055849108550277,"Debt: The First 5,000 Years",1984
17195378872974680106,Her Final Breath,1972
7233324316304179105,The Secret of the Old Clock,2011
1217844023597440491,The Pleasure of Finding Things Out: The Best Short Works of Richard P. Feynman,2023
6557954877546818219,Boy Toy,1984
11321465472061026121,Old Yeller,2019
7988109799989100790,The Brothers Lionheart,1960
286206868845068526,Big Boned,1950
1704416003841512653,The Lying Game,1982
267064756948556902,Book of the Dead,1992
5110101577187117817,The Carnivorous Carnival,2023
16956028236920989624,Snowblind,1959
17845101503639056826,An Unsuitable Job for a Woman,1960
14258410600159081076,Marvin K. Mooney Will You Please Go Now!,1986
11586322473534833378,Transforming a Rape Culture,1964
4292740930524290215,"The Education of a Value Investor: My Transformative Quest for Wealth, Wisdom, and Enlightenment",1971
14542838736005183157,Fatal Shadows,1950
17702887485886135201,They Never Learn,2003
16677518381259235709,Next Year in Havana,1999
13151760894549451618,Witchling,1994
11112296191315924974,Jewel,1955
16184280378240380446,The Watsons Go to Birmingham - 1963,1962
10701585412631338137,Jony Ive: The Genius Behind Apple's Greatest Products,1980
11929699654516027738,My American Journey,1957
10472070424369158420,Heavy,1981
13761778992681981181,In Defense of Elitism,1988
10473420240113224576,The Scold's Bridle,1971
12040954348072269829,Miss Marple: The Complete Short Stories,1957
5454515896903926435,Black-Eyed Susans,1996
7555346309002715229,Untamed,1981
217392890717606434,Skipping Christmas,2016
3651051036564605536,The Prestige,2002
4649873649469111360,The Night Strangers,2000
14457812466513650308,"But Some of Us Are Brave: All the Women Are White, All the Blacks Are Men: Black Women's Studies",1988
15524338074243075288,Olivia,1988
15994919561939763380,Breed,2024
18024152835177262256,Inside Out & Back Again,1970
6607255297805774779,Tinkers,2016
16198979194553869823,Long Walk: The True Story of a Trek to Freedom,1993
2357455385121136648,American Tabloid,2025
7998115631738905003,Sophie's World,1979
6671139836036402935,Creep,2022
4408175276364032976,The Doctor's Wife,2002
7425840944290050699,"The Best of Sherlock Holmes, Volume 2: Novels",1997
14713236564056800539,The Fight For Golden Dawn,1997
11268700287609338592,The Bellini Madonna,2025
8492748296808141493,Imaginary Friends,1963
7624651556349311258,The Chronicles of the Virago--The Novus:  Book I,1989
7373095065417108815,Life on the Outside: The Prison Odyssey of Elaine Bartlett,1957
11295559372188986546,Confidential Communications,1979
3000651739592394245,La Cucaracha,1993
16867881059508754901,Get to the Table,2023
5699007193524876498,Disappearance,1978
3496352620892583161,The Film Club: A Memoir,2016
15818596158812870243,"Geoffrey Thorne's Dreamnasium, Vol. 1",1995
661733141089499846,Undaunted: My Struggle for Freedom and Survival in Burma,1972
13908019969729924560,"Rockettes, Rockstars and Rockbottom",2020
14633081857940316193,"Amen, Amen, Amen: Memoir of a Girl Who Couldn't Stop Praying",2013
9423602584880295393,"Firsthand Lessons, Secondhand Dogs",1957
13535697977723823970,Stealer of Souls,1959
18307895384746035506,Channel-Surfing the Apocalypse,1998
9505742393085363906,Perfectly Imperfect: A Life in Progress,1952
16514462654383981927,Meets Girl: A Novel,1984
3005598874645304655,The Wind on the Heath,1999
5311912213600715957,"The Jawn: Philly's Unsigned Talent, 2001-2007",2024
2201258022300256759,"All-Star Superman, Vol. 1",1989
2694356966463980379,Eve of Samhain,1973
9644130302527958451,50 Jobs in 50 States: One Man's Journey of Discovery Across America,1966
10066071097909716033,Friday Mornings at Nine,1961
3501855694956300356,Home Invasion,1992
2908930761561115087,"Moral Combat: Black Atheists, Gender Politics, and the Values Wars",1981
18142309481885322379,"Here, Home, Hope",2000
1112067240297739839,Death by Facebook,2010
610757874483092733,The Blind Pig,1993
3147812380243790137,Hotel Angeline: A Novel in 36 Voices,2021
11262725236557374826,SS-SS,1970
7730553246995722698,"Tangles: A Story About Alzheimer's, My Mother, and Me",1975
11344603814513345280,"Targeting Success, Develop the Right Business Attitude to be Successful in the Workplace",2019
12657553256843838713,Davi,1987
8990085195055273284,A Tribal Rumble: A Safari Campfire Tale,1978
8776772757280058282,Shared Emptiness,2021
3944079258596169446,Plan B,1955
9287059845947406348,Foolish,1967
283764345879567271,Tithe Of Blood,1996
3807902422366104442,Tales of Wonder from the Garden State,1963
13407515483105981051,For the Beauty of the Earth: A Novel,2016
16864302960665572258,A Song in My Heart - Including CD with Original Musical Score,1953
2824531854129164536,Off the Moon,1977
9650943487852254914,Family Pieces,1978
1645038640357443350,The Mill River Recluse,1964
3824260377469650651,Cybertraps for the Young,2015
15937349025541624184,A Thief of Nightshade,1956
3121522606479097475,Money Can't Buy Love: ...but this diamond will do!,1967
8030499331404652983,Outside,1959
18153114450133865503,The Breath of God,1975
12844624152779676279,"World War II London Blitz Diary: A Woman's Revelations Enduring War and Marriage, Volume 1",1953
17558333526818340042,The Chocolate War,1964
3668227776691203381,Hang On,1979
2109483626119361003,Take Heed to Your Nightmares,1958
163427634111639454,How Much Do You Weigh?: The Photobook,1969
16034760996432779801,Blood Thirst,1965
15803359991986678080,Nor the Years Condemn,1955
4353165359761424497,"A Ring, a Dance, a Second Chance",1970
699101247488689871,Gargoyle,2013
12482633046191045010,Stuff: Compulsive Hoarding and the Meaning of Things,2012
17493612969212129692,Grandma's 10 Simple Steps to Becoming a True Good Neighbor,1950
12668428383232545607,Darling Endangered,1997
2233144398510777632,The Girl Who Fell from the Sky,1966
9333835501707783674,Quiet As They Come,1988
11084485904771462050,Dig,2000
16294518961166422366,The Women Of Block 12voices From A Jail Ministry,1981
13228294903784031667,"It Started with Dracula: The Count, My Mother, and Me",2022
12166099640335675262,To My Senses,1983
128487889118212084,Lords of Rainbow,1965
15335218210548935784,A Day of Small Beginnings,1998
15648258987639110866,F.A.I.R.I.E.S.: Baptism by Fire,1979
3748879607794611430,The Truth About Us,1957
11290763927938959615,Bees to Benny,1979
6326489437851831395,On the Big White Oak,2008
8450756204651506171,The Wiccan Diaries,1982
1694213455830386429,Paint Stop Boom,1986
1137041029852395917,A House of Cards,2008
17405868382530440977,The Ethical Assassin,2024
4915179131340265878,"If It Was Easy, They'd Call the Whole Damn Thing a Honeymoon: Living with and Loving the TV-Addicted, Sex-Obsessed, Not-So-Handy Man You Married",1959
1280378635094584674,Lost in Translation: A Life in a New Language,1974
886338653351631771,The Devil; What does he look like,1992
12335092232482330526,The Way I See It...,2015
12368942172835209172,The Domino Effect,1955
9655405826673040714,Crooked Moon,2023
8691261111086876800,Generational Curses,1966
9258120940136998244,A Thousand Beauties,1980
1548751808055127567,Because I Can,2007
13709216030019626387,Freestyle For Life,2019
9507748333295698406,Brea And The City Of Plastic,2021
4400128802484309232,Taco,1952
1927644185045739617,Avogadro Corp,2011
7855305117653843813,Favorable Conditions,2020
2810108227765597505,Vanishing Act in Vegas,1955
10522840761087605768,The Wedding Gift,1952
8861617233647152752,Burnt Stones,1965
9594446858635492103,Journey to One: A Woman's Story of Emotional Healing and Spiritual Awakening,1956
18270848713204644474,The Dreamer,1968
3612920567398490797,Memories of the Curlew,2019
10220561856511801400,096794712X,2025
2857910157031172218,Please Look After Mom,1959
5657504059815690539,"The Carpenter: A Novel, The",1980
17372870904735186385,The Bull Years,2002
4589235222335173096,Bristol boyz Stomp,1988
1337190895534217517,Letters From the Ledge,1993
10171658889993366621,Neophyte,1976
16796076600779014373,"Oh, Beautiful: An American Family in the 20th Century",1956
16991005666226316470,Dead Ends,1971
15426555749197051680,Where Did We Go Wrong?,1968
12177856532847830784,Breaking Twig,2002
96099676960633680,Broken Treaty,2001
9730738951377913402,Written In The Ashes,2023
16274674077936324823,A Piece of Cake,1977
11047257089531647066,Awake in the Mad World,2010
2885678756302989461,Turn Here Sweet Corn: Organic Farming Works,1977
4055639071965992805,Two Kisses for Maddy: A Memoir of Loss and Love,1963
9270425381267172789,Walking with Elephants,1993
9312217791649326242,Herself When She's Missing,1993
15659156788449752746,Morgan House,1988
16439737044913099312,A Parachute in the Lime Tree,1951
935774606866000652,Jack of Hearts,2006
7039870234230249923,The Bellman Chronicles,1976
122746341008115998,The Valentine's Day Clue,1965
13154323391557520057,The Other Woman,1996
6638028319328631787,Of Mind Or Matter,1982
1152374762481927689,Haven House,1988
4792498564690306674,Venture: A Collection of True Microfinance Stories,2015
16210812932604994107,Wally,2001
17352557463238323878,The Reluctant Terrorist: A Novel of the American Holocaust,1957
15926399785391903416,The Meaning Of Theft,2023
12189312038873580317,Rouge,2025
12037235295303362685,The Cartesian Machine,1992
15627105374574191810,On This Day,1954
13399425490103284602,Laughter Is Sacred Space: The Not-so-Typical Journey of a Mennonite Actor,1950
12329756420452325397,Amphibian,1983
12992002553069289654,Please Don't Remove MarGreat's Glasses!,1999
1515405301809725282,Six Weeks,2007
16028457735308282879,Light of the Moon,2025
3720110852546262780,Growing up Wired,2015
16956747105092579601,Consolation,1980
5093104202582396122,Into the red,2000
4337679084177409133,"You Are WHY You Eat: Change Your Food Attitude, Change Your Life",2006
6016903649393690022,Camille,1958
17736981146288893961,"Healing, Romance & Revolution: Letters from an American Nurse in 1926 China",1980
94381568726056255,Enchantments,1968
921193285704418086,The Earth Girl and Queen Eliza,2015
8434394307074097925,Swept,1957
8947765159958325548,Unquenched,1966
6858031975800215495,Lifemobile,1967
4466074517974242529,When Strangers meet..,2002
7335734478387092120,"Raised by Hand, Lifted by the Tides: A Southern Child's Memoir",2011
8919505333989491242,The Talpiot Find,1978
17913435825822886671,Hidden Places,2002
13258706620935833888,Chasing Justice,1953
6910740882377345523,The Tale of Mally Biddle,1999
17115005876980326249,The Unit,1958
4481843399748380840,The Sojourn,1985
10409823393193347264,Emma's Secret,1975
16897431495566333186,The Foiled Knight,1970
8872030825173722812,Federal City's Secret,1998
8182203887016134039,The Divine Dantes: Squirt Guns in Hades,1986
13785383472281541135,Stage Daughter,2004
331144429453128837,Off Grid,1977
6709002129943006363,The Fairies of Turtle Creek,2015
8683676763089010507,The Fig Orchard,1982
5614984371003620992,The Nightingales of Troy: Connected Stories,1990
7038112954464544118,Creating Monsters,1952
9083808732878773125,Dreaming My Animal Selves: Le Songe de mes Ames Animales,1964
8347926314934054661,"Tall, Dark Streak of Lightning",2016
8993278780726880027,The Shadow Tracer,2023
9532891439620439575,Inshallah,2025
11576661813777063797,Sand Dollar: A Story of Undying Love,1999
14137322840947072010,The Friends,1951
1651291734000546774,Resurrecting Cybele,1980
5503450791235039811,Enrique's Journey,1951
9699876724481972284,The Way the Crow Flies,2016
8074424177102780110,Labor Day,1981
258425913557879430,Road to Somewhere,2018
17065007639741165081,Ø£ÙÙ Ø§ÙÙÙØ Ø±Ø­ÙØ© Ø¨Ø­Ø« ÙÙ ÙØ§ ÙØ±Ø§Ø¡ Ø§ÙÙÙÙ,1993
13880892080749165352,"Anything Worth Doing: A true story of adventure, friendship and tragedy on the last of the West's great rivers",1973
4126439016246932618,Old Hickory Lane,2010
17101077313708707911,Boy in the Ivy: The Inner Child of a Buried Man,2005
9506043667635074505,The Bachelor Farmers,2013
3380113430225207586,Mr. Boardwalk,2008
9795070024012954296,Light Under the House,1982
10565820328151658347,Lesson Plans,2015
13077844412652258328,Not Dead in the Heart of Dixie,2010
1940005948364703166,"Capri Ripples, Part 1",1979
10961822897007282324,All On Zero,1976
613847086610992337,The Cleaning Agency,1973
544497804595392501,"Love, Desire and Betrayal",1958
4963095877527971990,Seat of God,1973
15616780327097370962,"Pride and Prejudice, Retold in Limericks",1973
14155643268657550586,The Wilde Women,1999
16652113969123774113,The Monsterjunkies: Sanctuary,1993
17429198840961651807,Saving Mona Lisa: The Battle to Protect the Louvre and Its Treasures During World War II,1963
16806925420273687938,Roses And Chocolates: A True Love Story in World War II,1954
16820488417123552686,Rogue Rider,1957
3878365497587025091,Reign: Genesis,1953
6081490209711822199,The Wingless,1980
2166654901014665805,Twisted Tears,2010
13052623948038278716,Earthly Powers,1997
2143809129636600441,The Temporary Bride: A Memoir of Love and Food in Iran,1983
7881005062888775329,Someone,1962
8102821673926063144,Fury From Hell,1992
7981935501572264295,The Rebel Trap,2023
10551207437530637721,The Chocolate Debacle,1967
8512403058114538841,Beautiful Me,1962
13633615214951420981,"Lobster Tales, Life Lessons, and Laughter",1985
5813230843939945983,We'll Always Have Paris: A Mother/Daughter Memoir,1963
9833867187935173875,The Road to Hope,1958
9781770491948694183,Internal  Conflict,1969
11021160531217463767,Psychaotic: See The World In Red And Black,2009
10836255788528810118,Little Failure,1956
15388324941698027356,The Vagabond Vicar,1997
11506740462984612928,How to Climb the Eiffel Tower,1986
9933413119376201979,Darker Shades of Obsession,2004
989856203061666045,Five Night Stand,2004
17408793653281479050,The Stove-Junker,1993
9642191204052053516,"Lose the Limits: Break Your Limiting Beliefs, Become a More Productive You, Achieve Everything You Want in Life",2009
17807119924779509296,War of the Encyclopaedists,1992
4190814595747494923,Part of My Soul Went with Him,1955
15212993607890679521,Windborne,2010
13248749266214895331,One Last Lie,2015
840250029286824530,When Flowers Weep,2007
11596751522667901693,Hello American Lady Creature: What I Learned as a Woman in Qatar,2024
5233455289483833196,Your Love Was All I Had!,1966
11743580205074429835,Voices in Crystal,1999
11987005311880550630,Stupide stelle,1950
7310972507295050447,The Joey Song: A Mother's Story of Her Son's Addiction,1961
1823374265569441703,The Little Sentinel Of The Sierra Nevada,1981
3596534785971440218,Lethal Beauty,1977
6424904745490117993,The Bridge of Beyond,1957
12959596769051200637,The Treemakers,1980
10824487677581060928,Grog Wars,1964
16194084511039351881,He Mele A Hilo,2018
7132680847993613835,Nation of Enemies,1954
5757653174033610568,The Retail Therapist,1970
16822975439476699125,"To CarolineâLove, Auntie",1968
1731127322652947895,Fly Away,1971
4411355033657228127,Kaja Star: No Place Like Home,1984
5524380830103625771,KooKooland:  A Memoir,1994
1502436057640124013,Postmarked Baltimore,2013
3495771213861617458,Past Lives,1991
7996136512143571067,Stone Garden,1973
12422685678862525706,F.I.G.H.T.: Family Inspires Great Hope Together: How We Fight,1963
691462458538274246,Songs of My Selfie: An Anthology of Millennial Stories,1982
17335682886505606357,A Drop in the Ocean,1983
17767288233008986552,Fifty Percent Vampire,2006
16498387293649358760,The Song of Hartgrove Hall,1987
7713404084301834727,Threshold,1988
7967709967127596082,This Thing Of Darkness,1965
9173152356150295489,"What Does it Mean to be White in America?: Breaking the White Code of Silence, A Collection of Personal Narratives",1996
5630161465532145713,Beneath an African Sky,1956
17239260654762988230,And After the Fire,1979
985297194007203909,Em: The Journey Home,1960
713044634314011004,When Honeysuckles Fall: A Short Story Collection,1957
17911202842370379236,A Living Hope,1983
18154292395451884628,Purgatory Road,2012
12738440264717340665,The Man Who Built the Castle,2025
5711961175567865790,Recreant,1992
9477715538199383690,A Portrait of Emily Price,2011
13303804265022137285,Our Endless Numbered Days,2011
4720452669636496477,The Eagle and the Child,1979
5067932780098614748,Realmgolds,2016
9168322522167699503,Three Wells of the Sea,1997
6382946191861935558,The Servant Boy: A Rags to Riches Novel,1983
3139792477401221717,Flight of the Goose: a Story of the Far North,1983
12520606046343429421,Where Pain Thrives,1996
14768883194777741116,A-Ma Alchemy of Love,1968
2493052808007166357,The Last Defender: A Novel,1995
16717709389240834930,Miss Kopp's Midnight Confessions,2024
7449951420540471742,Transitory,1950
4401258460132028117,Maurice,2011
5846971197219791381,Finding Your Colors: Fine Art Adult Coloring Book,1998
3985466858281383117,Black Ink Heart,1968
10868036069550640720,Black-Eyed Susan,1971
8043937522899614046,Mona Lisa's Secret,1952
15910661606136771023,Remedy: How I Cured the Incurable,1957
713218240227652828,Naked Teaching: A Love Story,1953
18233674160361239361,Thirteen Years,1976
2124920996768882681,All This and Heaven Too: Tough Jewel Exceptionally Beautiful Better Lifestyle,2017
10068825989853874086,The Boat People,2001
9277445276167223455,Silent Hearts,2003
982025571446554273,Embrace the Wind,2005
7239649593869794590,"Hello, My Name is Grief",2010
11411153104444789686,Alien Seduction and Destruction,1975
10180774420435720425,Georgia: A Novel of Georgia O'Keeffe,1976
7131381486503684198,In My Hands: Compelling Stories from a Surgeon and His Patients Fighting Cancer,1968
1105557521511341621,hAurorae. The recalling or the retelling of the many Pasts made Present & Whole again.,1972
10364210550657827432,This is How I Save My Life: A True Story of Finding Everything When You are Willing to Try Anything,1998
10108004769522425762,The Enlightenment of Alexander,1976
3415152498957848558,Ø´Ø·Ø±ÙØ¬ Ø¨Ø§ ÙØ§Ø´ÛÙ ÙÛØ§ÙØª,1990
13545144910955684103,"Blurred Lines: Rethinking Sex, Power, and Consent on Campus",1987
10842211530178463724,A Place for Us,1976
885020389100510758,The Little Women Letters,1980
7326816828239425353,Looking for Clara,1997
16788890636707765635,The Marriage Clock,2019
13960288770093351552,First Shift: Legacy,2011
8484073466260864291,"Sing, Unburied, Sing",2016
17637428959582624503,Kamienie na szaniec,2023
11385777617356485607,True Places,1986
13487908129256512631,Forty Ways to Square a Circle,1987
13013241579854518696,Migrations,2021
1387724498785652167,Queen Anne's Lace: A Riveting and Raw Coming of Age Novel,1964
18443444249633044621,Saltwater,1979
15435829035213609890,The Meaning of Life: A Guide to Finding Your Life's Purpose,1970
13913036893334095128,Dark Summer,1962
2474118587956331155,In the Realm of Ash and Sorrow,2004
18256618899708108038,The Coffee Trader,1995
16881653420774314920,Broken Monsters,1995
11293297388026536588,The Sky is for Wonder: Poetry for children,1961
17994686225163755014,Chase The Wind: A Book Of Poetry,2020
13973577309957132661,The BearâIn the Middle of Between,1999
10910696435579566014,A Flower Reborn,1953
15759569095240697034,The Dead Writer,2003
9842079321825194919,"Pizza, Pincushions and Playing it Straight",1966
4791733539568170224,The Girl with the Hazel Eyes,1985
11806922962909652627,One Hundred Views of NW3,1969
9622117756157103505,Lone Stars,1987
5734532989981613412,"Grace Will Lead Us Home: The Charleston Church Massacre and the Hard, Inspiring Journey to Forgiveness",1955
1817717810178931618,Mukher Arale Mukhosh,1954
10200203931095863388,The Gospel in Dickens: Selections from His Works,1964
10050591261854032920,Dead Ahead,1964
13876614980020495038,Fade,1982
15006667711437287584,Life Expectancy,1992
16125381170686649411,One Treasured Summer,1982
1204509463359512956,Finding Rebecca,1955
6287299704630865460,Caligula,1963
17591497448456548386,Spikies,2023
6371107409772691760,Farewell My Life: Buona Notte Vita Mia,1952
738991751542046387,Ghosts In Our Backyard - The Ramsays' real-life encounters with the supernatural,1985
17523452305239255277,The Incurables,1962
7931732668631124114,The Schoolteacher of Saint-Michel,1957
483754055162672863,Espoused,1996
2627889393498796873,Carrasco '67: A Harrowing Tale of an Imperialist Pig,1996
14747356283893686444,Watersong,1983
16754650445466471346,Breaking Ice and Breaking Glass: Leading in Uncharted Waters,2008
2791809791970836639,Harvest,2007
8500586453048471402,The Struggle: Striving to Survive,1955
2037151890907395618,MÅode skÃ³ry,1968
1269652350671953612,Life As An Almost,1989
4701149865057729248,All Boys Aren't Blue,2008
2231802056908631499,Alexander's Infinity,1952
9486443222100624531,Afrotistic,1958
11060358506500026514,Two Wolves,1967
7144916256975294792,The Light of a Cuban Son,2004
15088179320215766203,The Elfstones of Shannara,2017
11426454786183391587,Arcadia Falls,1965
12059907344936060544,Blood Music,2002
14071718314980578053,Redemption Ark,1952
5753421768842099600,Now Is Not the Time to Panic,2017
13325924220048816321,For Love and Mercy,1980
10494951230669848037,The Mom Test: How to talk to customers & learn if your business is a good idea when everyone is lying to you,2005
8089946030266692179,Business Boutique: A Woman's Guide for Making Money Doing What She Loves,2000
8208636258684084797,The Crimson Petal and the White,2004
17585496922684529581,The Fourth Industrial Revolution,1956
10870972788758860000,Manfish: A Story of Jacques Cousteau,2002
12854602362641812131,A Thousand Tiny Disappointments,2011
14981854906233345203,The Crossing,2003
13358359513551136053,"The Unsealing: Love, Lust, and Murder in the Gilded Age",1963
15485748731160323590,The Artist's Way: A Spiritual Path to Higher Creativity,1986
15890476624556354205,Value Proposition Design: How to Create Products and Services Customers Want,2003
9997233663031354555,Blue Haven,1980
13215918405111981235,The Kitchen and the Studio: A Memoir of Food and Art,2003
2957571947238301929,A Man with A White Shadow,1952
4747245624210820595,The Boy Who Loved Math: The Improbable Life of Paul Erdos,2009
7867539639104315240,"The Treatment: Khalifa, Aiko, Elise, Avogadro",2003
7769535595855342613,Patience,2019
1783849774534798528,The Moor,1963
5742746827561070331,The Duchess Deal,1990
12660442048748558062,Jesus Feminist: An Invitation to Revisit the Bible's View of Women,1962
3597984769934984956,The Hawk and the Jewel,2008
11675263352442961308,A Life in Parts,1962
7207383253968715055,Scary Close: Dropping the Act and Finding True Intimacy,1958
12470125430110096701,Always Looking Up: The Adventures of an Incurable Optimist,1954
15218471987113196795,The Wicked Unseen,1993
17425658847386084327,The Fifth Elephant,1991
12461105526408422551,A Companion to Wolves,2006
16500487390167083535,Straight Up and Dirty,2025
8266913568733819158,Knight's Fork,2004
5539911861579721297,The Naming of the Dead,1996
18347197436190419750,The War of Mists,1994
5169856643530150601,Capitalism and Freedom,1984
18179422855568745010,The Memory of Running,1975
11833333393126703268,"Don't throw underwear on the table, & other lessons learned at work",1980
4083236162968838843,"Once More, From the Beginning",1974
14129365958883376830,The Eskimo,1952
3135054710857117130,Who Shot Ya?: Three Decades of HipHop Photography,1970
1586120406760013451,Pleasures Untold,2020
12151897745080682085,What Was Lost,2005
4775357542395829105,A Banner Is Unfurled,1958
4441959421072251723,The Ghost of a Flea,1964
9655651826130577363,Arguing with Idiots: How to Stop Small Minds and Big Government,1991
5420197803971726897,Trespass,1980
12498537110321211986,The Parrot Talks In Chocolate,2011
16748929637076962382,Tortured for Christ,1954
16216346538401237991,Martian Summer,1959
264693996575487808,The Four Elements of Life,1994
2844701994015317394,Maud's House,2021
8421326433554360996,Goodbye Crackernight,1952
12409856612801263305,Grandma's 10 Simple Steps to Becoming a True Gentleman,2022
3045409351124377698,Father and I Were Ranchers,1962
3112767216325814307,Eight of Jacks,2002
16978873159288292577,Cathedral,1983
5115506615611315255,Enchanted Island,1972
16139143823863415131,End of the Night Girl,2002
12064877434805346786,Angel's Blues,2012
5775027431537086630,Iron Sights: Dance for Revenge,2015
11420590376728376872,A Vampire's Reckoning,1979
6051005112898728647,A Singular Woman: The Untold Story of Barack Obama's Mother,1983
4193899851797242691,Portrait of an Unknown Woman,2019
5004623345473118284,Boundless,1960
16817687351091262256,Making Friends among the Taliban,1997
796823908552827886,"Into the Dark, Vol. 2",1966
1747835024047795425,Circle of Friends,2010
3639336210475822497,Do No Harm,2020
18197175024879691819,"The Soul Trek II: A Story of Love, Faith and Destiny",1970
15419552372605500955,The Sojourn - Extensions,2011
12691842283280743540,Mitama: War in Yamato,1992
17746137171668939709,Amelia's Call,1977
10146127268605439277,Somebody Else's Daughter,1975
7246119270661492165,My Booky Wook,1996
12714026248129089603,The M Word: Conversations about Motherhood,2008
13877125177391664555,Atomised,1951
14474239437827593937,Torment of Shadows,1954
14822854491639978311,Ainsworth,1960
14677061464045742615,"Janju, The voice of one girl",1997
8386111487462672471,Life Drawing,1971
7201645916922787207,Izzy Questions: love and other rebellious symptoms,2005
12689081011381161351,A Dead Husband,1997
15680796218214072571,Benita the Adventures of a Diva Secret Agent,1970
2237600155062478163,The Rock Orchard: A Novel,2025
7805537705814356080,The Art of Falling,2005
2818864397619125834,Saving Francesca,1951
2852315359308738830,Wil Deft,2011
4137746317565614629,Shades of Obsession,1960
12968675130003777725,Is College Worth It?: A Former United States Secretary of Education and a Liberal Arts Graduate Expose the Broken Promise of Higher Education,1974
6058572369655568590,The Dark Lake,2010
13731052643363199898,Now You See It...,1996
2750104511025369812,Chasing Love,1990
9280749187159745036,Death Grip,1963
17618156018384324981,Bodie,1995
1532869145685119626,Children of the Moon,1988
3909577147595979838,Niebla,1976
13538786159300833201,Bloody Truth,1962
12741103626226864186,A List of Things That Didn't Kill Me,1953
6549108330371248730,In the Eye of the Storm,1972
8325309543275507169,Path to Peace: A Guide to Managing Life After Losing a Loved One,1974
2312489402155945606,Rooms,2008
11626708311676672139,Call Me Tuesday,1952
17299260651038980512,What the Body Remembers,2000
17715584094770717585,English Passengers,1969
5821975679819704954,Go Forward With Faith: The Biography of Gordon B. Hinckley,1973
13035090967442209338,The Anonymous Man,1996
6444022152862181862,6 weeks of white castle /n rust,1961
5528437671182826224,Isaiah's Daughter,1950
94261727790298592,Oak and Mistletoe,1976
1313782337020483303,The Creek Side Bones: Reality is more horrifying than fiction,1956
6896379973470456037,Baseret pÃ¥ en sand historie,2018
13673740422837767177,The Wedding Dress,1950
16333389259220076125,Ú©Ø¨Ø§Ø¨ ØºØ§Ø²,1961
3341522253863135887,The Magician's Lie,1983
6453581850405658816,Neon Empire,1950
13661970955536180859,Perfect Little World,2005
16632962602988795007,Red Army,1978
10842107086727150473,Dark Age,1970
4984981318073096896,The Mother-Daughter Book Club,1962
6577706846894054055,I Am Stalker,1974
1203602655594842899,The Deal,1968
1524247218462430133,The Story of Art,2020
10077224649629723855,Little Deadly Secrets,2024
3283298257845061712,True Story of the Perfect 36,1988
8165430496413036471,Land of My Dreams,2014
1866281799837833088,"Missing in Action: Australia's World War I Grave Services, an astonishing true story of misconduct, fraud and hoaxing",1981
5766003227576995029,Use of Weapons,2006
3035842204013167010,The Russian Unleashed,2004
1071647039205465335,A Million Reasons Why,1998
14160520639317247600,He Killed Me First,1987
12078151739303954526,The Joke at the End of the World: a Novel,1959
9717965415001077499,Talking to the Sky: A Memoir of Living My Best Life in A Sh!t Show,1965
